,label,tweet,masked_word_count,pattern_counts
48,anger,nah tunggu anak anteng sabar luas samudra te- bapak dateng bikin anak nang hmmm ingin marah lampias,0,{}
49,love,ku rindu bisik mu telinga kau kata moga kelak kau jadi anak guna banyak orang moga kau selalu sayang orang tua mu,0,{}
50,anger,hasil sekolah asal sekolah mikirlah mahkamah internasional punya wenang adil perkara genosida dsbnya,0,{}
51,anger,lah lu ha- tanya teh asumsi gue mah kacang kulit maksud apa hayo sana kan maksud loooo,0,{}
52,anger,web permata krg profesional program cashback rb token pln waktu klik info masuk program paket kuota data piye iki,0,{}
53,fear,nah takut mas tumpang politik balut agama bahaya soale masyarakat sedang sensitif sebut,0,{}
54,sadness,mau cerita siapa kalau kayak begini hancur hidup pikirin dong bagaimana hati ku aku sedih aku menang tetes air mata kayak lirik lagu sayang pia palen deh wkwkw,0,{}
55,sadness,hari puasa saur enggak pernah siang akhir hari rasai makan saur supeerrr dupeerr ekspress menit imsak baru bangun yassalaaam,0,{}
56,fear,jadi thr apbd punya kuasa takut kalau kalau garis bawah sama kpk jadi ggl thr tahun kok buk tri bilang aman takut,0,{}
57,anger,bantu lptop kali kok enggak buka dokumen not respondingpdhal pernah bawa hp center moga lptop masuk produk gagal gimanabeli maret kalo begini te- kan jadi jgkel sndri,1,{'USERNAME': 1}
58,anger,masuk proses jual pas buka detail kok malah gin produk sedang proses proses tanggal,0,{}
59,anger,semen indonesia nambang loh rembangmalah usaha lokasi meter areal tambang semen pernah protes tahun lamanyaknp kok pas semen protes,1,{'USERNAME': 1}
60,anger,siapa bilang punya anak senang ros sodorin anak tantrum ngantuk enggak mau bobo istigfar kenceng,0,{}
61,sadness,rasa oon tahu bicara orang nah lalai malah balik jadi malah rubah siklus alur waktu jadi,0,{}
62,anger,punya sahabat cowok nih sering nya enggak konsisten te- sering bohong sih kali marah sering bohong enggak mempan apa kodrat suka bohong apa gimana,0,{}
63,happy,kalau tau libur panjang - lebaran - tuh rasa pengin cepat gendong cerrier pakai sepatu te- pergi ketemu alam damai dengan,0,{}
64,anger,siapa bilang kafir gabung sama khilafah bro jangan alih isu siapa selundup kaum bumidatar se-olah pro pancasila,1,"{'USERNAME': 1, 'URL': 1}"
65,happy,btw doa restu orang tua memang giling pas mentok cari literatur tambah nemu dong rumah padahal kemarin panik kudu mesen banyumas berkah ramadan,0,{'URL': 1}
66,anger,salah satu contoh tau terima kasih padahal datang pas kenal wannaone ckckckc dulu juang siapa jawab sendiri sama kok deh wanna ones swing entertainment warns legal action against fansite masters via,1,"{'URL': 1, 'USERNAME': 1}"
67,fear,pagi rasai sakit perut ira mau haid beli kiranti pas cek malah kagak plis atulah haid sekarang aja biar ikut solat ied,0,{}
68,sadness,turut duka cita buat kawan a cak moga keluarga tinggal a beri sabar amp meridoi pergi alm,0,{}
69,anger,jaring mati buka mobile jkn mau puskesmes te- piye mau tunjuk kartu elektoniknya,1,{'USERNAME': 1}
70,anger,lo lahir sekolah bong rasa bapak lo pki bong bandit rampok jenis menganggu orang banyak pak soeharto bilang kejam orangorang pki bandit rampok bong bong bongakkk,0,{'URL': 1}
71,anger,usaha te- sekarang jadi karyawan macam gue bawaannye pengin usaha enggak atur flexible lebih banyak duit faaak,0,{}
72,sadness,salah satu efek rapi sama bom orang mau bikin event negara takut jogja indonesia jadi aku event internasional beberapa negara konfirmasi takut sama rapi sama teror moga rapi lekas reda moga enggak bom,0,{}
73,anger,baik gubernur anies baswedan mosi percaya biar lengser,10,"{'USERNAME': 10, 'URL': 1}"
74,anger,kaum oposisi bikin geger-an media termsk medsos rupiah kuat musim ribut-nya khusus waktu jadi lemah salah semua presiden,1,"{'USERNAME': 1, 'URL': 1}"
75,sadness,puasa pagi kesana kemari mmbawa alamat eh ayuting kalee enggk ding siang tetangga belah goreng telur yah kan bau hidung gue hikss piye sih mbak,0,{}
76,anger,heee aku kemarin lihat hoak tetang pohon plastik pertama kali akun ygdisebarkan lewat fb bukan nol besar sekaligus nonjok muka junjung sdr terima kasih,1,{'USERNAME': 1}
77,anger,min gimana kurir salah kirim malah alamat orang te- tanggung jawab gimana respon cepat thanks,1,"{'USERNAME': 1, 'URL': 1}"
78,fear,pas banget gue habis baca buku bule pdkt bilang cari rumah samamobil dicariin mobil sama rumah mewah sih bule niat kirim uang jt pakai pos bilang sama hadiah enggak masuk akal kirim banyak pakai pos,0,{'URL': 1}
79,anger,masalah uang buat konsumsi buka puasa bareng anak yatim bayar katering,4,{'USERNAME': 4}
80,sadness,niat masjid sholat nya lantai harap obob manjah biasa enggak banyak solat sini fact fullhouse mpe shaf belakang bhay,0,{}
81,happy,paling excited kalo obrol sama orang kreatif siap kalo bakal cengang sama ide mungkin pernah pikir oleh iya aku baru pikir,0,{}
82,anger,miris cipta karya susah payah uras pikirantenagawaktu materi kalah oknum jiplak danatau dar terima beres manfaat karya orang gimmik sensasi bagaimana,1,{'USERNAME': 1}
83,anger,belah mana stereotyping-nya nyata coba tunjuk siapa tahu salah bicara bagus dong kalau banyak kecam makin banyak makin dengar suara benar makin bagus kalau benar kalah keras sama salah atas,0,{'URL': 1}
84,anger,tipikal cowok menye menye banget ni paling enggak ajak argumen salah orang keluh te- nih manusia maha sempurna pengin katai goblok puasa,0,{}
85,happy,tiada henti ny ku ucap syukut alhmdllh sekarang aku bsa uang jadi panitia kemarin alhmdllh trmkah kau bri brlmpah mski tak sbrpa inysllh lma mmbukit amn,0,{'URL': 1}
86,anger,kamu mau omong apakayaknya kamu dendam aniespernah sakit olh gub aniessalah apa anies kpdmuknp dendamkamu klmpok dki puny gubanies bukan tempat kamu maki aniessalah,0,{'URL': 2}
87,sadness,group keluarga omong mudik duuh pengin mudik apa daya suami libur cuma hari hari h lebaran kalo enggak telpon suruh masuk tahun lalu malah habis sholat eid langsung kerja,0,{}
88,sadness,orang pernah kalah tarung politik sulit sembuh raih impi hilang banyak harta,0,{}
89,sadness,nggada sinyal rumah buat banyak berfikir pikir doang pikir mana mana random,0,{}
90,fear,khabar kasus tuduh chat mesum imam besar habib rizieq henti mohon bantu doa moga benar ada moga suci ramadhan buka mata hati bapak menyidikamin,0,{}
91,fear,jangan ngecengin gua gaes orang blog-nya walaupun nulisnya enggak jam dinihari sih,3,{'USERNAME': 3}
92,anger,cari orangorang selalu sudut ansor sabar bagus kalau te- te- fitnah salah jangan tinggal diam saat,0,{}
93,love,halohaa selamat siang denise pulang sekolah nih jangan lupa makan siang iya bagaimana sehat kan kamu kalo memang kurang sehat banyak istirahat sekarang kakak selalu tunggu kok tweet,0,{}
94,anger,lah bodoh mu bong suruh baca mau baca pbb cikal bakal masyumi pbb keluarga besar bulan bintang masyumi dasar bong,0,{}
95,fear,mudahmudahan terupload semua mudik fan modal quota butuh daerah jaring bagus hiksss hitung jam baru slsi kalo mau donlot rumah,0,{}
96,anger,orang dukung khilafah memang black mail,14,"{'USERNAME': 14, 'URL': 1}"
97,anger,jangan sok akrab ye mention mention gue maling dulu benar kalo sukses jadi malingnye baru gue balas mentionan lu lu,0,{'URL': 1}
98,happy,alhamdulillah prof bicara malam adem rasa moga bawa berkah amin rabbal aalamiin,1,{'USERNAME': 1}
99,happy,keren kira-kira enggak bilang pak anti-islam triliun hektar jadi kampus rujuk islam dunia kelas al-azhar proyek ponpes madrasah masjid fasilitas ummat kalo bilang beliau an,1,{'USERNAME': 1}
100,anger,kan datang tanya kemudian obrol tuh sama mbak mbak help desk tetap enggak erti enggak jawab jawab tanya te- mbak lama lama emosi yaudah makin enggak jawab dong te- pulang,1,{'USERNAME': 1}
101,anger,sering tuh gua begitu pas kalo baru ketemu apsara kok awat makin banyak makin gendut sih wah senyum iyain dalem hati bacot lu anjing,0,{}
102,fear,kalo sifat buruk mungkin rubah tambah umur ubah ada kalo biasa buruk mungkin sulit macam jadi hobi enggak sih,0,{}
103,fear,berdesakanbejubelan krl salah satu goda berpuasaapalagi depan nya wanita cantik ngunyah tahu gejrothehe,0,{}
104,anger,nyata cuma slogan doangstelah dkomplen nyata dbatalin pihak nama besar indak jamin profesional yat- sampai pihak official store kalo batalinpdhl samsek enggak batalinjd sekarang tau kal,1,{'USERNAME': 1}
105,happy,happy birthday us and happy th anniv wkwkwk bentar putus huhu aku cari pacar baru,1,"{'USERNAME': 1, 'URL': 1}"
106,fear,te- baca komennya bilang kalo musik haram bla bla nah sini aku tau kalo fanatik kan memang gaboleh kalau dar suka gimana,0,{}
107,happy,rabu -- anakbujangku selesai tempuh didik tak bhakti ibu bakauheni eit nyata piala hehehe,0,{}
108,anger,hidup zaman presiden hebat soeharto beliau buat aman tenang masyarakat tenang kaum pki kaum rampok kaum bandit kaum jadi jabat negara otak kosong kaum suka bapak soeharto,0,{'URL': 1}
109,happy,sama segenap dewan guru terimakasih bimbing anak lama bu moga ibu-ibu semua mudah segala u- ilmu ibu ajar jadi amal jariah pahala te- alir ibu lama,0,{'URL': 1}
110,anger,gue memang cuek sih banget banget malah kalo buat risih enggak nyaman hatihati lah pokok jangan gue ajak nongkrong breng,0,{}
111,sadness,anugerah gigi rapi lahir syukur pakai behel nyata lebih sakit sakit hati,0,{}
112,happy,alhamdulillah piedi rsup kariadi benarbenar u- jadi enggak panas tinggi soal langsung kasih paracetamol botol,0,{}
113,anger,lihat terlalu banyak project jatohnya malah jadi scam fraud asli gue pengin coba deh bawa sama creator creator bawa kabur duit banyak orang masuk gue ranah hukum indonesia,1,{'USERNAME': 1}
114,anger,soal via vallen gue sepakat sama nikita mirzani jangan lebay kalau enggak suka gituin tinggal tolak block orang jangan share jadi konsumsi publik kayak tampil polos tak dosa bagaimana gituu,0,{}
115,fear,baru nge-uh balai desa te- pas mau pulang tadi bu lurah nanya mba ulfah teman satu mana sih kok indak lihat hah teman buk oo bu lurah iya biasa bareng senin indak berangkat lho wait senin,0,{}
116,fear,mbak pps tuh apa-apa mbak ulfa rasa kok enggak sebentar sebentar sih senin enggak berangkat bikin khawatir tt,0,{}
117,anger,hadeh satu cewek pikir jahat jari jari jahat nikmat heh mbak memang nyanyi dangdut auto lonte lonte kena sexual harassment mbaaaak,0,{}
118,sadness,lu ngapa sih galau mulu lu kalo galau banyak diem kalau senang enggak diem mangat dong kak nanas senang nularin orangorang loh wkwk,0,{}
119,anger,juta kali bong kasih tau pak harto kejam pki bandit rampok lo turun kelompok mana bong hahahahaha,0,{}
120,happy,sebentar ketemu krucil-krucil ponakan gemas banget suka nya minta main berantem-beranteman seru sih meski resiko pegel-pegel nanti sedikit-sedikit ajar hitung pas masuk sekolah,0,{}
121,anger,lalu bagaimana negara hilang banyak dapat cukai rokok hutang negara makin banyak ah kan benar coba lihat bagaimana apa dapat sama,0,{'URL': 1}
122,fear,eh numbuhin brewok buat senang diri sendiri sih compliment sama cowok bonus lah enggak rawat dikit langsung tumbuh liar gatel banget,0,{}
123,anger,kosan dekat kantor datang paling telat te- kalo siang tidur selonjor sofa teman kantor kayak begini memang perlu katai tahi sih,0,{}
124,anger,sih enggak enak dewe lepas tanggung jawab backers cuma dasar toc kickstarter selaku sedia platform crowd-funding creators backers toc tetap tunduk hukum laku governing law sih toc gue mau cari legal loophole nya,1,"{'USERNAME': 1, 'URL': 1}"
125,sadness,anak sama habis pisah macam wisuda sekolah foto bareng sama temen-temennya jawat pakai kebaya lalu post ig caption siapa bakal nikah duluan ku langsung tunduk lesu minum extra joss cuk,0,{}
126,happy,awak sih jadi orang slow mau omong a asal ale banyak makan enggak cranky berat naik bahagia masalah apa jadi kayak enggak ibuibu banget sih sekarang,0,{}
127,anger,ganti presiden siapa takuthanya siapa calon apa sih doi onoh ih enggak syudih,0,{}
128,anger,tipu kasihan ibukota negara gue pimpin sama merekamereka haus jabat penting rakyat tai buat,2,{'USERNAME': 2}
129,fear,pergi antar sama teman enggak bawa hp janji biar jemput jam tengah saya tidur jemput enggak nongol bingung mau gmna akhir jalan kaki kamu siang bolong ngeri kali lahh vanashh syekaleh vemirsyahh,0,{}
130,sadness,iya kamu laki-laki sang ambil putus kan aku anggap ajak diskus minta dapat ajak cari jalan keluar sekadar tenang cemas aku jangan hidup sendiri,1,{'USERNAME': 1}
131,sadness,akhir kata aku enggak mau sakit migrain datang byknya masalah butuh tenaga mikir bentar mudik allah coba,0,{}
132,happy,pengin cerita kemarin enggak sempet beberapa hari lalu tarawih masjid enggak konsen banget posisi apes bagaimana gak posisi solat shaf depan mas pakai sarung te- sarung nya jiplak pantat pas banget ketat kampret pengin akak solat syit,0,{}
133,happy,congratulation moga lancar sempat pandang orang orang panggung break a leg,2,"{'USERNAME': 2, 'URL': 1}"
134,fear,enggak jamin deh gana pak police siap enggak kerja pungli jenis korup pungli bagai addicted sekali nyoba enak tambah deh,1,{'USERNAME': 1}
135,anger,looh kok rendah semangat lindung perempuan sih justru jadi cewek kudu tegas galak sama lakilaki kayak gitu block udahngapain share se indonesia tau,0,{}
136,sadness,minggu enggak kabar wkwkwkwk aku sibuk u- rapot sama ijazah anak te- enggak tanya kabar lama minggu sahabat macam apa kamu,0,{}
137,sadness,haaaa syabar ajaaa bom waktu buat ikutttt perintah ajanihhh tumben asih libur kepanjangaaannnnnn,0,{}
138,anger,mohon jangan paksa buat include dmn harap sopan jelas kalo mau bo jangan labil enggak jelas will be block taatin rule utama,0,{}
139,anger,buka pernah amandemen cebong busuk atas berkat rahmat allah maha kuasa lo baca buka uud situ semua dasar negara ri bongo memang bongak,0,{}
140,anger,apa sih susah apresiasi sedikit sama apa dilakuin oranglain asih hak nya tepat waktu kira gap butuh kali yagiliran masalah kerja no mau ijinlibur tetap hajar trs ketjewalah,0,{}
141,anger,tutup mata krn jabat bukan cuma pintar tau etika masa satu kabinet main nyerang berani berani etika memang kabinet gundul,0,{}
142,happy,kapai rame mikir cari baju lebaran memang kalau aku mah tiap hari pakai baju lebaran soal kalo pakai baju sempit ngaaap,0,{}
143,happy,lewat tengah hari moga hari senang yuk semangat,0,{}
144,sadness,gue biasa beli shopee pakai atm manual asal cocok jumlah verifikasi otomatis eh enak jadi teledor pakai akun sepupu gue malah enggak otomatis pesanannnya kecancel allah malih gue kapan renti goblok,0,{}
145,sadness,kaya gue kalo shopee memang jangan nitip akun orang deh mau irit ongkir apa gmana dulu nitip firsta pesan lenti donghan datang boneka pokemon,0,{}
146,happy,terima kasih temanteman hmj d awat stikes al irsyad cilacap bagi bahagia sama mbah kakung mbah putri,1,"{'USERNAME': 1, 'URL': 1}"
147,sadness,gue enggak suka enggak senang sama nama maling cuma gue enggak senang kalau maling digebukin bonyok banget bakar bunuh,0,{}
148,anger,manusia rakus bunda menteri advokat rampok banyak tahu rahasia negara waktu istana sama orba bandit banget,0,{}
149,anger,pln memang php surat edar maintain daerah a jam sekarang jam listrik hidup jg kalau telat dikit bayar tagih langsung denda kalo mati listrik mulu potong gak,1,{'USERNAME': 1}
150,happy,supporter gue enggak suka barca cinta sepakbola gue suka film keren lah,1,"{'USERNAME': 1, 'URL': 1}"
151,anger,konyol banget mbak komentar main ignore kira sepele banget enggak nyaman makanya publish biar asih ajar buat orang mau punya niat goda biar enggak te- niat kalo enggak pengin permaluin reminder bua,0,{}
152,anger,fahri aktivis nol isi mana reformasi mu enggak rubah apa koar koar bebas negeri mustinya golkar lo bubarin harto turun golkar lenggang jaya kata amien raisa bodoh,0,{}
153,anger,thread sembah wanita permisif leceh alami wanita lain alas jadi banyak jadi enggak adu khanmaen,0,{'URL': 1}
154,anger,lebih geli ketimbang kasus sexual harassment timpa via vallen politis amp partai politik manfaat panggung tunjuk dalih bela korban,0,{}
155,happy,kok sih drummer lucu sih muka kayak tengil ngegemesin te- mulai dibiasin receh gue punya bias,0,{}
156,sadness,macet parah kemang belah mobil gue parkir gerobak mie ayam luar biasa gugah selera padahal baru lihat gerobak doank,0,{}
157,anger,pernah ngomel begini te- bang ojolnya malah solot bilang kalau ikut macet jalan normal rugi neng bensin jauh mbak muter balik rugi wth,0,{}
158,happy,hbd my lovely wife amie amoy wish lu all the best moga selalu ada dalam lindung swt panjang umur senantiasa bahagia sama keluarga kerabat sehat selalu makin banyak rejeki selalu jadi wanita hebat keluargaaamiin,0,{'URL': 1}
159,anger,satu mana bong hahaha habibie copot jabat pak prabowo ulah sih wiranto wiranto pakai habibie jadi pangab tragedi tanggung jawab pangab bong bongak tembak polisi,0,{}
160,anger,baik kalau soal ham mau tanya koruptor waktu maling mikirkan hak orang enggak koruptor sendiri langgar ham cuma koruptor bela koruptor politis bebal,0,{}
161,anger,kamu lahir bong tanya sama mak mu biar jelas pki zaman soekarno bong lanjut orba lalu basmi jadi salahsatunya keluarga,0,{}
162,fear,jangan viralkan entar oposisi biasa nyinyir kejang sakit jantung kalau sakit hati memang kronis sulit sembuh,0,{}
163,happy,akak ane lihat wkwk,0,{}
164,anger,coba hubung cakung minta wa balik tanya prosedur beli hari sejak jumat difollow up service maksindo,1,{'USERNAME': 1}
165,sadness,teman nya laki gue almarhumah tahu tinggal waktu hidup ngintil kmna laki alh gue mlangkah ngikut suka nlpon nelpn kantor panjang katakata nya suami almarhumah waktu jatuh cinta ksi enggak dtang rmah duka rs husada orang nya senang ketawa comblang laki ku hdhhh sedih,0,{}
166,sadness,woah buat u- fitnah dimusuhin bikin enggak mau sekolah garagara enggak mau temenan trauma minggu malam besok pagi sekolah bikin malu depan banyak orang aku lewat semua,0,{}
167,sadness,rencana enggak pulang mau garap project nyata enggak sentuh sama sekali tau begini mah pulang weh minggu kemaren hm hikmah ramadhan mungkin memang perlu lewat buat ajar,0,{}
168,sadness,tindak bukan leceh seksual benar kan kata gw ilmu enggak dapet jadi enggak erti deh apa apa masuk leceh sexual,0,{'URL': 1}
169,anger,dear kirim dokumen penting jakarta - surabaya makanya pakai yes kirim senin juni selasa juni sekarang hari rabu sampe kan bikin esmosi byr lebih pakai yes enggak hari no resi,2,{'USERNAME': 2}
170,anger,yaelahh ente partai sapi kurang kelon ente junjung ente kagak punya nyali kalah sama ahok berani hadap kasus lebaran tiba jik pulang kagak peler,0,{}
171,sadness,mama murid rikues anak masuk kelas sama banyak murid hopeless tau bakal masuk kelas rumor edar guru galak,0,{}
172,sadness,siapa laku aku teman-teman mostly perempuan enggak heran lihat perempuan dijahatin sama perempuan aku alami,0,{}
173,fear,sekarang entah sejak kapan pikir gue ubah kalo gue pikir share gila gue pikir x tulis twitterig jempol netizen tak kalah,0,{}
174,anger,nah terlalu kalo pjbt eselon salah laksana atas suatu salah dokumen ttdparaf istilah enggak mau salah padahal tugas jabat neliti dokumen dittdparaf tgjawab atas isi,0,{}
175,fear,jadi kayak balik gitu dulu socmed jadi escape buat gue ekspresiin gila sekarang hubung socmed jadi lebih seram dunia nyata eh jadi dunia nyata gue jadi escape socmed,0,{}
176,anger,nama sengkuni pak janji mau jalan kaki jogja - jakarta dipenuhisengkunisengkuni,0,{}
177,happy,ku sadar satu pilih ku sama tempat jalan hari semangat baru tak indah ku harap tak buruk ku bayang ku tetap diri jalan hari penuh warna yg erti nyanyi,0,{}
178,anger,maklum pakjakarta sarang gerombol radikal tapiditinggal kabur pentol mek,0,{}
179,sadness,duka tak mampu kata sedih ku sakit ku emot mekkel sip,0,{}
180,anger,enak metal bong bobok hotel prodeo pecat mak mega hahahahaha makanya jangan sok metal lo kelar hidup lo jerat ott pdip pecat bupati purbalingga lewat,1,"{'URL': 1, 'USERNAME': 1}"
181,sadness,wib benar benar hilang sosok laki laki rawat kecil didik rawat lindung benar benar hilang moga tenang sana moga anak jadi anak guna,0,{}
182,sadness,video atas tulis dulu pas kapan ilc bahas apa iya kecewa sama pak mahfud,0,{}
183,anger,boi gimane nih wifi ganggu mulu jangan mau kalah lah sama indie home kalo besok ganggu gue pakai indie home lah,1,{'USERNAME': 1}
184,happy,baca buku awal senyum ditengah-tengah senyum miris akhir senyum pasrah nuhun bung,1,{'USERNAME': 1}
185,anger,enggak heran sih sama driver gocar ngeluh macet sama kayak gue ngeluh pas kerja serah deh pak purapura enggak denger capek soal,0,{}
186,anger,mardani mingkem jawab makanya masyarakat cerdas sesat,1,{'USERNAME': 1}
187,fear,penting materi kode etik ajar sejak sd minimal ilmu ilmu dasar buat baik sopan atur lah kalo enggak jadi kayak bablas enggak peka ada gue lupa dulu bk pkn sosum bahas apa sih kesana enggak khusus jadi enggak ngena,0,{}
188,anger,pas masuk bilang iya soal bingung sana mana macet duh ambil order pak jam kantor pulang lo macet lampu merah doang jalan tauk cikampek sama jorr nih,0,{}
189,happy,nama anis kelar s walopun official masa bahagia banget lulus sendiri kali pesona,0,{}
