created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Tue Feb 13 23:14:02 +0000 2024;1757543682260307980;"01 AMIN Win Election  Jelang Pemilu yang digelar besok, Rabu, 14 Februari 2024 Pasangan Anies-Gus Imin (AMIN) optimis akan memenangkan pemilihan Presiden dan wakil presiden 2024.  #01AMINwinElection @aniesbaswedan @cakimiNOW https://t.co/5cqcuhAF9r";0;0;0;0;in;1598105176304324608;1757543682260307980;selamatsukses81;https://twitter.com/selamatsukses81/status/1757543682260307980
Tue Feb 13 23:13:06 +0000 2024;1757543449115725848;"⁣ Doa Meminta Pemimpin Yang Amanah⁣  ⁣#sedekah #sedekahsehariseribu #sedekahsehariseribusaj #s3sajberkah #semangatberbagiberkah #kontenislami #dakwah #pemilu #presiden https://t.co/QobXM9ENwN";0;0;0;0;in;479133959;1757543449115725848;s3sajberkah;https://twitter.com/s3sajberkah/status/1757543449115725848
Tue Feb 13 23:11:28 +0000 2024;1757543037104968124;"Siapapun nanti yang jadi presiden didoain aja semoga itu yang terbaik untuk indonesia 🙏🏻 salam damai pemilu";0;0;0;0;in;397713786;1757543037104968124;ayyu39;https://twitter.com/ayyu39/status/1757543037104968124
Tue Feb 13 23:06:55 +0000 2024;1757541892341080172;"@3rwin__34 @Aryprasetyo85 @KPU_ID @bawaslu_RI @007koteka @03__nakula @__AnakKolong @_memoryusang @islah_bahrawi @Miduk17 @seruanhl Dari dulu selalu begini.  Pemilu presiden sebelumnya saya gak bisa coblos alasan surat habis, etapi belakang saya dibolehin, ternyata domisilo mempengaruhi keputusan petugas tps";0;1;0;1;in;2848261020;1757366036704428209;esteh_tarique;https://twitter.com/esteh_tarique/status/1757541892341080172
Tue Feb 13 23:03:34 +0000 2024;1757541051869372474;"@rumyblue Jokowi sebenarnya akan baik namanya jika ia tak cawe2 di pemilu kali ini. Selesaikan tugasnya, biarkan rakyat memilih sendiri penerusnya.  Sayang sekali dia bermain terlalu jauh di pemilu 2024, itu mencoreng pencapaiannya yg sudah dia lakukan selama jd presiden.";2;6;41;274;in;1589407500779941888;1757418196133613756;gitsunine;https://twitter.com/gitsunine/status/1757541051869372474
Tue Feb 13 23:02:23 +0000 2024;1757540751293165794;"@goldenhourlatte Not to mention the possibility of UU diubah misal presiden boleh menjabat berapa kalipun asal pemilu pdhl pemilunya rigged. Can you imagine? Someone, take me away from this country, it's facing its doom😮‍💨";0;0;0;2;in;1645446037992267776;1757406850239066600;_arandommoon;https://twitter.com/_arandommoon/status/1757540751293165794
Tue Feb 13 22:59:09 +0000 2024;1757539938726215747;"@wordfangs Udahlah, cukup tau aja dunia politik emang kayak gitu. Sekotor itu demi kekuasaan dan bergepok-gepok uang. Ga usah pemilu aja sih tadinya kalau emang udah ditetapkan presiden nanti siapa... Ye kannnn";0;0;0;0;in;894737467;1757436581215154385;inayitesake;https://twitter.com/inayitesake/status/1757539938726215747
Tue Feb 13 22:57:32 +0000 2024;1757539530641748099;"Sudah diduga, sejak Presiden bilang akan cawe², seluruh pelaksana pemilu 2024, dari Mahkamah Keluarga, Kroni Paman Usman, Bawaslu, Pj² Kepala  Daerah sudah diplot adalah ORDAL Istana. AYO LAWAN. Kalahkan Dinasti Keluarga denga  Tidak Memilih 02  #AsalBukanPrabowoGibran https://t.co/yry7TzxqKm";0;0;0;0;in;1722769361776361472;1757539530641748099;Arif73384;https://twitter.com/Arif73384/status/1757539530641748099
Tue Feb 13 22:56:15 +0000 2024;1757539207764136156;"Muak banget liat orang-orang saling jelekin dan mojokin karna pemilu. Giring opini buat jelekin presiden sebelumnya, paslon tertentu. Padahal mau pilih siapa ya itu hak masing-masing. Sekarang mau milih A atau milih B berasa kaya orang paling hina dan berdosa";0;5;2;9;in;1588177137659686912;1757539207764136156;Peachy_hund;https://twitter.com/Peachy_hund/status/1757539207764136156
Tue Feb 13 22:54:46 +0000 2024;1757538833745494219;"Hari terakhir pemilu 10 Feb bertepatan dg Imlek, gua rasa ganggu orang lg perayaan acara agama, dan pemilu serentak pilpres dan pileg bikin masyarakat cenderung pilih presiden dan partai yg 1 koalisi. Ini bakalan sulit kita punya oposisi yang kuat.";0;1;0;0;in;265421334;1757538833745494219;IGin11;https://twitter.com/IGin11/status/1757538833745494219
Tue Feb 13 22:53:59 +0000 2024;1757538637649227903;"my sis pagi2 bgt "bukan gue yg mau jd presiden tp gue yg degdegan" 😭 pemilu tahun ini emang beda berasa antara hidup dan mati";0;0;0;0;in;1276149221184413699;1757538637649227903;candybinm;https://twitter.com/candybinm/status/1757538637649227903
Tue Feb 13 22:53:20 +0000 2024;1757538476185342003;"ini hanya kebetulan krn cuaca, atau emg sengaja ya saksi presiden ini dibikin batal last minute pemilu? krn surat mandat dri smlm tidak diberikan utk saksi nya sedangkan untuk saksi caleg dri malem udah ada di tiap rw. mnrt gw masa iya satu tmpt tp pengantaran surat mandat lama?";0;2;0;0;in;1123949345278185473;1757538476185342003;Badbitchh_lol;https://twitter.com/Badbitchh_lol/status/1757538476185342003
Tue Feb 13 22:53:16 +0000 2024;1757538457730294027;"uin! hari ini pemilu gess, untuk pertama kali nya, tapi sender cmn bisa nyoblos presiden aja krn pindah tps. Kalian mau nyoblos di bagian mana? Sender mau bagian mata😁";0;0;0;0;in;1213494040320045056;1757538457730294027;uinmalikifess;https://twitter.com/uinmalikifess/status/1757538457730294027
Tue Feb 13 22:52:04 +0000 2024;1757538156079952235;"Pas banget lagi pemilu indo gk lama setelah pemilu negara tempat gue tinggal. Mana posisinya sama sama lagi krisis karna ganti ibu kota, belom lagi presiden naik karna skenario yg diatas, maksudnya bangku yg atas. Eheheh, kalo iya yg terpilih yg itu, dahlah skenarionya sama aja.";0;0;0;0;in;1461961573665099776;1757538156079952235;urizunshine;https://twitter.com/urizunshine/status/1757538156079952235
Tue Feb 13 22:51:29 +0000 2024;1757538008155451398;"Pls ntar siapapun yg jd presiden tolong terima hasil pemilu kita, jgn ada ribut2 lg capek bgt liatnya dri kmren";0;1;0;2;in;957433520711872513;1757538008155451398;bebyocii;https://twitter.com/bebyocii/status/1757538008155451398
Tue Feb 13 22:49:41 +0000 2024;1757537558089863220;"Hari kasih sayang, kasih suara. Valentine day, jangan lupa nyoblos,  pemilu dan pemilihan presiden, 14 february. Jangan golput ya teman-teman. https://t.co/3Ra0ICVoKY";0;0;0;1;in;1218870820451176449;1757537558089863220;langkahtertatih;https://twitter.com/langkahtertatih/status/1757537558089863220
Tue Feb 13 22:45:59 +0000 2024;1757536626295865747;"@txtdrpemerintah Semoga setelah pemilu ini jangan ada lagi orang2 idiot dan IQ &lt  78 yang dijadiin pemimpin, mulai dari presiden sampe bupati/walkota";0;0;0;0;in;1530548168974561286;1757427737399312738;CacingWormy;https://twitter.com/CacingWormy/status/1757536626295865747
Tue Feb 13 22:45:32 +0000 2024;1757536509933355445;"pemilu ujan, saksi" presiden batal kocak";0;0;0;0;in;1123949345278185473;1757536509933355445;Badbitchh_lol;https://twitter.com/Badbitchh_lol/status/1757536509933355445
Tue Feb 13 22:45:07 +0000 2024;1757536407109992807;"Terima kasih pak, kami tunggu di Solo. Suwun Dirty Vote, awalnya mau golput tapi kuputuskan untuk menggunakan hak pilihku. First time coblos pemilu, semoga bisa kupertanggungjawabkan kelak🌾💙  Selamat datang Presiden Baru jgn ada intimidasi lagi utk Jurnalis👍 #Pemilu2024 https://t.co/SLkpuZNcr7";0;2;1;29;in;2624075754;1757536407109992807;DDivianta24;https://twitter.com/DDivianta24/status/1757536407109992807
Tue Feb 13 22:44:56 +0000 2024;1757536362390310951;"Mau siapapun 01/02/03 pilih brouw jangan golput , sayang dana pemilu mahal😅😅 . Walaupun siapapun jadi presiden korupsi kan tetap ada dan berlipat ganda😅😅😅";0;2;0;1;in;1451324619084865536;1757536362390310951;yourfckingmouth;https://twitter.com/yourfckingmouth/status/1757536362390310951
Tue Feb 13 22:43:48 +0000 2024;1757536076737257840;"Hari pemilu hujan, semoga maksudnya pertanda ganjil yang bakal jadi presiden.";0;0;0;0;in;1408641828241301504;1757536076737257840;rizuryuuchan;https://twitter.com/rizuryuuchan/status/1757536076737257840
Tue Feb 13 22:41:18 +0000 2024;1757535445536436305;"@MurtadhoRoy Akan datang tp tidak akan seketika, sehari setelah pemilu ada kemungkinan akan disahkan aturan gubernur jakarta dipilih langsung presiden, momen pemilihan kaesang nanti akan jd monentum";0;0;0;1;in;721925529234833408;1757437507959246930;kinaru_;https://twitter.com/kinaru_/status/1757535445536436305
Tue Feb 13 22:39:09 +0000 2024;1757534903884025916;"Hari ini pemilu dilaksanakan, silahkan coblos presiden untuk memimpin negara indonesia agar lebih baik lagi. 🇮🇩😍🤲  Jangan lupa coblos 1, karena coblos 2 / 3 gak sah 😁  PEMILU hanya untuk yang nyoblos, kalau gak nyoblos namanya TEUMILU 😂";0;0;0;0;in;1748346390332489728;1757534903884025916;omihsunari;https://twitter.com/omihsunari/status/1757534903884025916
Tue Feb 13 22:38:30 +0000 2024;1757534742688546915;"@JauriJauri7 😅😅logika mana yg kamu maksudkan,membiarkan presiden cawe cawe Krn anaknya ikut pemilu,membiarkan presiden merusak tatanan hukum hanya demi anaknya jd wapres,elu yg buta";0;1;0;0;in;1629050677795368960;1757531123000004695;SeriDianawati;https://twitter.com/SeriDianawati/status/1757534742688546915
Tue Feb 13 22:37:23 +0000 2024;1757534460156035078;"Pemilu 2024 adalah pemilu presiden ketigaku. Rasa2nya, pemilu kali ini yang paling genting. 2014, 2019 genting karena narasi para buzzer yang memecah kerukunan.  Sekarang yang dilawan adalah rezim yang menggunakan segala cara untuk terus berkuasa.  Aku akan melawan.";0;0;0;0;in;144086531;1757534460156035078;joehelmiy;https://twitter.com/joehelmiy/status/1757534460156035078
Tue Feb 13 22:37:01 +0000 2024;1757534366505607401;"cara nyoblos pemilu 2024. 1. warna abu2 buat Presiden dan wapres 2. warna merah buat DPD 3. warna kuning buat DPR RI 4. warna biru buat DPRD Provinsi 5. warna hijau buat DPRD Kabupaten/Kota  sudah siapkah kamu? https://t.co/anvqgs9RLt";3;1;11;32;in;1630705134912311296;1757534366505607401;micirru;https://twitter.com/micirru/status/1757534366505607401
Tue Feb 13 22:35:42 +0000 2024;1757534037076562401;"Menurut ku pemilu kali ini bukan memilih presiden yang terbaik tp memilih presiden yang tidak lebih buruk dr ke-3 Paslon tsb wkwkwkw";0;2;0;2;in;162307938;1757534037076562401;atma_kpm;https://twitter.com/atma_kpm/status/1757534037076562401
Tue Feb 13 22:33:59 +0000 2024;1757533604035657968;"Jelang Pemilu yang digelar besok, Rabu, 14 Februari 2024 Pasangan Anies-Gus Imin (AMIN) optimis akan memenangkan pemilihan Presiden dan wakil presiden 2024. #01AMINwinElection @aniesbaswedan @cakimiNOW https://t.co/Gv8h614v4D";0;0;0;0;in;94281063;1757533604035657968;widyoharjono;https://twitter.com/widyoharjono/status/1757533604035657968
Tue Feb 13 22:28:53 +0000 2024;1757532320033276369;"Dirty Vote buat banyak orang berpikir Pemilu kali ini dicurangi sedemikian rupa. Iya memang sangat sistematis.. Karena struktur kekuasaan mulai dari Presiden - Tentara ada di bibit Otoritarian  tapi pertanyaan mendasarnya, memang sejak kapan Pemilu kita tidak kotor dan curang?";3;4;50;148;in;1177421004659777536;1757532320033276369;Antitesis101;https://twitter.com/Antitesis101/status/1757532320033276369
Tue Feb 13 22:28:05 +0000 2024;1757532121558851859;"Pemilu 2024: Indonesia Pilih Presiden Baru Pengganti Jokowi https://t.co/DKLAZHs47B https://t.co/lt79HGSVZ2";0;0;0;0;in;88883455;1757532121558851859;infoTeknologi;https://twitter.com/infoTeknologi/status/1757532121558851859
Tue Feb 13 22:26:59 +0000 2024;1757531842448965794;"bodoamat pemilu, mau nya cak Imin aja jadi presiden wkakakkakakak  cak imin 🤩🤩🤩🤏🏻🤏🏻🤏🏻";0;0;0;0;in;1744313202291453952;1757531842448965794;dostoeve;https://twitter.com/dostoeve/status/1757531842448965794
Tue Feb 13 22:22:03 +0000 2024;1757530602872668414;"Pemilu digelar bukan hanya untuk memilih presiden dan wakil presiden, tetapi juga anggota DPR RI, DPD RI, DPRD Provinsi, dan DPRD Kabupaten/Kota. https://t.co/8BUv8Aocii";0;0;0;1;in;23343960;1757530602872668414;kompascom;https://twitter.com/kompascom/status/1757530602872668414
Tue Feb 13 22:04:19 +0000 2024;1757526140246540384;"Iya guis aku jadinya ini yg ke-2 nyoblos presiden😭😭 soalnya pemilu 2014 pas coblosan umurku blm genep 17th WAKAKA";0;0;0;0;in;1339546657;1757526132864455104;biaskuganteng2;https://twitter.com/biaskuganteng2/status/1757526140246540384
Tue Feb 13 21:57:54 +0000 2024;1757524525510766630;"Ya Allah, semoga pemilu ini berjalan lancar tanpa adanya kecurangan, dan juga kami meminta presiden yang menang adalah paslon yang terbaik di antara yang lain dengan hasil yang jujur. Aamiin";0;0;0;1;in;1745206795285745664;1757524525510766630;Zavanza7;https://twitter.com/Zavanza7/status/1757524525510766630
Tue Feb 13 21:55:46 +0000 2024;1757523986542702866;"YA AMPUN INI SIAPAPUN PRESIDEN YG KEPILIH TOLONG BANGEET KERJANYA YG BENER YA🫵🏻😡  INI DEMI PEMILU GW MUDIK DAN MESTI BANGUN PAGI BGT, DITAMBAH MASIH NGERJAIN KERJAAN YAK ANYING";0;0;0;0;in;1583593987;1757523986542702866;swannhere;https://twitter.com/swannhere/status/1757523986542702866
Tue Feb 13 21:54:18 +0000 2024;1757523616701595828;"Hari ini padahal pemilu, semoga pa Prabowo mas gibran jadi presiden amin";0;0;0;0;in;1456207056122224642;1757523616701595828;melirositasari;https://twitter.com/melirositasari/status/1757523616701595828
